EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 10-05-2011
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED: 

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://eca.knmi.nl

01-05 STAID       : Station identifier
07-46 STATIONNAME : Station Name
48-87 COUNTRYNAME : Country Name
89-97 LAT         : Latitude in degrees:minutes:seconds (+:North, -:South)
99-109 LON        : Longitude in degrees:minutes:seconds (+:East, -:West)
111-115 HGT       : Station elevation in meters 

STAID,STATIONNAME                             ,COUNTRYNAME                             ,LAT      ,LON       ,HGT
336  ,ALBACETE                                ,SPAIN                                   ,+38:57:07,-001:51:47, 704
337  ,CORDOBA AEROPUERTO                      ,SPAIN                                   ,+37:50:39,-004:50:45,  90
338  ,KVIKKJOKK-ARRENJARKA                    ,SWEDEN                                  ,+66:53:15,+018:01:04, 314
339  ,HAPARANDA                               ,SWEDEN                                  ,+65:49:37,+024:08:38,   5
340  ,HOLMOGADD A                             ,SWEDEN                                  ,+63:35:42,+020:45:23,   6
341  ,MALUNG                                  ,SWEDEN                                  ,+60:40:53,+013:41:58, 308
342  ,GOTSKA SANDON                           ,SWEDEN                                  ,+58:24:00,+019:12:00,  11
343  ,RIZE                                    ,TURKEY                                  ,+41:01:59,+040:31:00,   9
344  ,KASTAMONU                               ,TURKEY                                  ,+41:22:00,+033:46:59, 800
345  ,SIVAS                                   ,TURKEY                                  ,+39:45:00,+037:01:00,1285
346  ,ISPARTA                                 ,TURKEY                                  ,+37:45:00,+030:33:00, 997
347  ,FINIKE                                  ,TURKEY                                  ,+36:18:59,+030:09:00,   2
348  ,LERWICK                                 ,UNITED KINGDOM                          ,+60:07:59,-001:10:59,  82
349  ,STORNOWAY AIRPORT                       ,UNITED KINGDOM                          ,+58:19:48,-006:19:12,   9
350  ,VALLEY                                  ,UNITED KINGDOM                          ,+53:15:00,-004:31:59,  11
351  ,WADDINGTON                              ,UNITED KINGDOM                          ,+53:09:57,-000:31:26,  68
352  ,CAMBORNE                                ,UNITED KINGDOM                          ,+50:13:00,-005:19:00,  88
353  ,CRIKVENICA                              ,CROATIA                                 ,+45:10:12,+014:42:00,   2
354  ,ANCHIALOS                               ,GREECE                                  ,+39:13:00,+022:48:00,  15
355  ,MONT-AIGOUAL                            ,FRANCE                                  ,+44:07:00,+003:34:59,1567
356  ,AACHEN                                  ,GERMANY                                 ,+50:47:02,+006:05:42, 202
357  ,CLAUSTHAL-ZELLERFELD                    ,GERMANY                                 ,+51:48:00,+010:21:00, 525
378  ,ATHENE                                  ,GREECE                                  ,+37:58:12,+023:43:12, 107
380  ,PADOVA                                  ,ITALY                                   ,+45:23:54,+011:52:49,  12
381  ,PALERMO                                 ,ITALY                                   ,+38:06:37,+013:21:05,  37
382  ,BAJRAMALY                               ,TURKMENISTAN                            ,+37:36:00,+062:10:59, 240
383  ,BISER                                   ,RUSSIAN FEDERATION                      ,+58:31:00,+058:51:00, 463
384  ,PAFOS                                   ,CYPRUS                                  ,+34:43:00,+032:28:59,  10
385  ,CHARDZHEV                               ,TURKMENISTAN                            ,+39:04:59,+063:36:00, 193
386  ,HENICHESK                               ,UKRAINE                                 ,+46:10:00,+034:49:00,  15
387  ,GORKIJ                                  ,RUSSIAN FEDERATION                      ,+56:13:12,+043:49:12, 161
388  ,ATYRAU                                  ,KAZAKHSTAN                              ,+47:07:00,+051:55:00, -22
389  ,IZMAIL                                  ,UKRAINE                                 ,+45:22:00,+028:51:00,  28
390  ,KAMENNAJA-STEP                          ,RUSSIAN FEDERATION                      ,+51:03:00,+040:42:00, 194
391  ,KAZAN                                   ,RUSSIAN FEDERATION                      ,+55:43:59,+049:12:00, 116
392  ,KIROV                                   ,RUSSIAN FEDERATION                      ,+58:36:00,+049:37:59, 157
393  ,GANCA                                   ,AZERBAIJAN                              ,+40:43:00,+046:25:00, 311
394  ,KISINEV                                 ,MOLDOVA, REPUBLIC OF                    ,+47:01:12,+028:52:12, 173
395  ,GYZYLARBAT                              ,TURKMENISTAN                            ,+38:58:48,+056:16:48,  97
396  ,ELBLAG                                  ,POLAND                                  ,+54:10:00,+019:25:59,  40
397  ,GUMRI                                   ,ARMENIA                                 ,+40:46:48,+043:49:48,1523
398  ,MAHACKALA                               ,RUSSIAN FEDERATION                      ,+42:58:00,+047:33:00,  28
399  ,MINSK                                   ,BELARUS                                 ,+53:52:12,+027:31:48, 222
400  ,ODESA                                   ,UKRAINE                                 ,+46:28:48,+030:37:48,  42
401  ,OKTJABRSKIJ-GORODOK                     ,RUSSIAN FEDERATION                      ,+51:37:48,+045:27:00, 202
402  ,PERM                                    ,RUSSIAN FEDERATION                      ,+58:01:00,+056:18:00, 171
403  ,ROSTOV-NA-DONU                          ,RUSSIAN FEDERATION                      ,+47:15:00,+039:49:12,  66
404  ,SOTCHI                                  ,RUSSIAN FEDERATION                      ,+43:34:48,+039:46:12,  57
405  ,EKATERINBURG                            ,RUSSIAN FEDERATION                      ,+56:49:59,+060:37:59, 281
406  ,TBILISI                                 ,GEORGIA                                 ,+41:40:48,+044:57:00, 448
407  ,TURGAJ                                  ,KAZAKHSTAN                              ,+49:37:48,+063:30:00, 124
409  ,URALSK                                  ,KAZAKHSTAN                              ,+51:15:00,+051:24:00,  36
410  ,VASILEVICI                              ,BELARUS                                 ,+52:15:00,+029:49:59, 142
411  ,MARKNESSE                               ,NETHERLANDS                             ,+52:42:06,+005:53:15,  -3
412  ,ALICANTE                                ,SPAIN                                   ,+38:22:21,-000:29:39,  81
413  ,LAUWERSOOG                              ,NETHERLANDS                             ,+53:24:42,+006:11:57,   3
414  ,BURGOS-VILLAFRIA                        ,SPAIN                                   ,+42:21:21,-003:37:57, 890
415  ,CADIZ                                   ,SPAIN                                   ,+36:30:03,-006:15:24,   1
416  ,CIUDAD-REAL                             ,SPAIN                                   ,+38:59:21,-003:55:10, 628
417  ,GRANADA                                 ,SPAIN                                   ,+37:08:12,-003:37:53, 687
418  ,HUELVA                                  ,SPAIN                                   ,+37:16:48,-006:54:34,  19
419  ,HUESCA                                  ,SPAIN                                   ,+42:04:59,-000:19:35, 541
420  ,LA CORUNA                               ,SPAIN                                   ,+43:22:01,-008:25:09,  58
421  ,MURCIA                                  ,SPAIN                                   ,+38:00:10,-001:10:09,  61
422  ,PAMPLONA                                ,SPAIN                                   ,+42:46:36,-001:39:00, 459
423  ,SEVILLA                                 ,SPAIN                                   ,+37:25:00,-005:52:45,  34
424  ,SORIA                                   ,SPAIN                                   ,+41:46:30,-002:28:59,1082
425  ,VALLADOLID                              ,SPAIN                                   ,+41:39:00,-004:46:00, 735
426  ,UPPSALA                                 ,SWEDEN                                  ,+59:51:36,+017:37:48,  13
427  ,STORNOWAY                               ,UNITED KINGDOM                          ,+58:13:12,-006:19:12,  21
431  ,TORSHAVN                                ,DENMARK                                 ,+62:01:12,-006:46:12,  54
433  ,BIARRITZ                                ,FRANCE                                  ,+43:27:36,-001:31:48,  69
434  ,BREST                                   ,FRANCE                                  ,+48:27:00,-004:09:36,  94
437  ,WIJK AAN ZEE                            ,NETHERLANDS                             ,+52:30:19,+004:36:11,   9
438  ,CABAUW                                  ,NETHERLANDS                             ,+51:58:09,+004:55:32,  -1
441  ,GALWAY                                  ,IRELAND                                 ,+53:16:48,-009:01:12,   8
442  ,VOLKEL                                  ,NETHERLANDS                             ,+51:39:29,+005:42:24,  20
446  ,RIGA                                    ,LATVIA                                  ,+56:57:45,+024:02:24,  17
450  ,SIBIU                                   ,ROMANIA                                 ,+45:48:00,+024:09:00, 444
451  ,BERKHOUT                                ,NETHERLANDS                             ,+52:38:34,+004:58:44,  -2
453  ,HEINO                                   ,NETHERLANDS                             ,+52:26:03,+006:15:32,   4
454  ,HUPSEL                                  ,NETHERLANDS                             ,+52:04:04,+006:39:24,  29
462  ,GOTEBORG A                              ,SWEDEN                                  ,+57:42:57,+011:59:39,   5
464  ,ARCEN                                   ,NETHERLANDS                             ,+51:29:49,+006:11:45,  20
465  ,VISBY                                   ,SWEDEN                                  ,+57:40:00,+018:19:59,  42
466  ,HARNOSAND                               ,SWEDEN                                  ,+62:37:59,+017:55:59,  15
467  ,UFS TW EMS                              ,GERMANY                                 ,+54:10:00,+006:21:00,   0
468  ,HELGOLAND                               ,GERMANY                                 ,+54:10:35,+007:53:35,   4
469  ,LIST/SYLT                               ,GERMANY                                 ,+55:00:45,+008:24:45,  26
470  ,SCHLESWIG                               ,GERMANY                                 ,+54:31:44,+009:32:57,  43
471  ,WESTERMARKELSDORF/FEHMARN               ,GERMANY                                 ,+54:31:46,+011:03:42,   3
472  ,ROSTOCK-WARNEMUNDE                      ,GERMANY                                 ,+54:10:54,+012:04:55,   4
473  ,GREIFSWALD                              ,GERMANY                                 ,+54:05:52,+013:24:27,   2
474  ,EMDEN-FLUGPLATZ                         ,GERMANY                                 ,+53:23:21,+007:13:36,   0
475  ,NEURUPPIN                               ,GERMANY                                 ,+52:54:19,+012:48:30,  38
476  ,HANNOVER                                ,GERMANY                                 ,+52:27:56,+009:40:46,  55
477  ,MAGDEBURG                               ,GERMANY                                 ,+52:06:11,+011:35:03,  76
478  ,HERWIJNEN                               ,NETHERLANDS                             ,+51:51:28,+005:08:43,   1
479  ,DUSSELDORF                              ,GERMANY                                 ,+51:17:49,+006:46:12,  37
480  ,KASSEL                                  ,GERMANY                                 ,+51:17:52,+009:26:36, 231
481  ,FRITZLAR                                ,GERMANY                                 ,+51:07:00,+009:16:59, 174
482  ,LEIPZIG-SCHKEUDITZ                      ,GERMANY                                 ,+51:26:09,+012:14:29, 131
483  ,DRESDEN-KLOTZSCHE                       ,GERMANY                                 ,+51:07:45,+013:45:21, 227
484  ,GORLITZ                                 ,GERMANY                                 ,+51:09:47,+014:57:11, 238
485  ,NURBURG-BARWEILER                       ,GERMANY                                 ,+50:21:39,+006:52:13, 485
486  ,MEININGEN                               ,GERMANY                                 ,+50:33:45,+010:22:37, 450
487  ,ERFURT-BINDERSLEBEN                     ,GERMANY                                 ,+50:59:04,+010:57:47, 316
488  ,FICHTELBERG                             ,GERMANY                                 ,+50:25:45,+012:57:19,1213
489  ,WURZBURG                                ,GERMANY                                 ,+49:46:17,+009:57:32, 268
490  ,HOF                                     ,GERMANY                                 ,+50:18:47,+011:52:39, 565
491  ,SAARBRUCKEN/ENSHEIM                     ,GERMANY                                 ,+49:12:51,+007:06:29, 320
492  ,NURNBERG                                ,GERMANY                                 ,+49:30:15,+011:03:24, 314
493  ,STRAUBING                               ,GERMANY                                 ,+48:49:42,+012:33:37, 351
494  ,AUGSBURG                                ,GERMANY                                 ,+48:25:35,+010:56:35, 461
495  ,KONSTANZ                                ,GERMANY                                 ,+47:40:41,+009:11:27, 443
496  ,KEMPTEN                                 ,GERMANY                                 ,+47:43:27,+010:20:11, 705
497  ,ARGOSTOLI                               ,GREECE                                  ,+38:07:00,+020:28:59,  22
498  ,ATHALASSA                               ,CYPRUS                                  ,+35:09:00,+033:24:00, 162
499  ,AGROS                                   ,CYPRUS                                  ,+35:04:59,+033:01:00,1015
500  ,NIEUW BEERTA                            ,NETHERLANDS                             ,+53:11:39,+007:08:57,   0
510  ,MILESOVKA                               ,CZECH REPUBLIC                          ,+50:33:16,+013:55:53, 833
567  ,WILHELMINADORP                          ,NETHERLANDS                             ,+51:31:32,+003:53:00,   2
593  ,SCHIPHOL                                ,NETHERLANDS                             ,+52:18:56,+004:47:25,  -3
594  ,HOORN TERSCHELLING                      ,NETHERLANDS                             ,+53:23:27,+005:20:44,   1
595  ,SOESTERBERG                             ,NETHERLANDS                             ,+52:07:32,+005:16:24,  14
596  ,STAVOREN                                ,NETHERLANDS                             ,+52:53:48,+005:22:59,  -1
597  ,LELYSTAD                                ,NETHERLANDS                             ,+52:27:25,+005:31:10,  -4
